,Username,ChampionToPredict,TierRankName,TierRank,LadderRank,TopChamp_S2022,TopChamp_Last20,AvgK_Last20,AvgD_Last20,AvgA_Last20,PrefPosition_Last20,LastPlayedChamp,LastPlayedResult
1352,SwaggaStupidDumb,Renekton,silver 4,9,"786,564",Shaco,Renekton,2.6,5.7,7.3,Support,Renekton,0
1353,2017 Ford F150,Illaoi,silver 4,9,"786,511",Ekko,Nocturne,8.7,7.6,6.6,Middle,Gangplank,1
1354,MinuteMaidLemons,Sett,silver 4,9,"786,506",Kayn,Zac,6.6,7.5,11.3,Top,Zac,1
1355,Oy23,Senna,silver 4,9,"786,575",Yone,Shyvana,4.6,7.9,6.4,Jungle,Viego,0
1356,QQ Chi QQ XDLOL,Garen,silver 4,9,"786,525",Udyr,Garen,7.5,5.7,5.3,Top,Teemo,1
1357,TipYourServer,Gnar,silver 4,9,"786,530",Gwen,Graves,2.3,4.7,4.4,Top,Graves,1
1358,IAmListik,Kai'Sa,silver 4,9,"786,569",Yone,Kai'Sa,9.7,7.2,10.7,Bottom,Kai'Sa,0
1359,Paola Buu,Jax,silver 4,9,"786,523",Master Yi,Master Yi,6.5,7.5,6.4,Top,Jax,1
1360,GFL Mads,Nami,silver 1,12,"477,280",Seraphine,Nami,0.9,4.9,14.3,Support,Nami,1
1361,TheShadowyVex,Sion,silver 1,12,"477,248",Sett,Sion,8.2,8.3,9.3,Jungle,Vex,1
1362,Luh yercalator,Katarina,silver 1,12,"477,273",Akali,Akali,6.4,7.7,4.5,Middle,Katarina,0
1363,kiss x hug,Master Yi,silver 1,12,"477,269",Master Yi,Master Yi,17.5,4.5,5.4,Jungle,Master Yi,1
1364,ºThai Prïncessº,Sett,silver 1,12,"477,279",Soraka,Yone,5.8,6.2,6.3,Middle,Teemo,1
1365,MilkIsForBabies1,Darius,silver 1,12,"477,289",Soraka,Soraka,1.5,4.8,12.4,Support,Soraka,0
1366,Peardix,Sejuani,bronze 1,8,"892,388",Nami,Nami,2.3,8.5,15.9,Support,Nami,1
1367,13inchtoenail,Zeri,bronze 1,8,"892,375",Kai'Sa,Zeri,7.6,7.0,8.7,Bottom,Shaco,0
1368,Agente Pepino,Lux,bronze 1,8,"892,331",Diana,Diana,6.7,4.2,9.7,Jungle,Diana,1
1369,YOXO,Shaco,bronze 1,8,"892,338",Shaco,Shaco,6.6,6.2,10.0,Jungle,Shaco,0
1370,Xensei,Twisted Fate,bronze 1,8,"892,366",Yasuo,Twisted Fate,7.5,7.3,9.2,Middle,Draven,1
1371,Elonmosque,Malzahar,bronze 1,8,"892,392",Malzahar,Malzahar,7.1,5.8,9.3,Middle,Malzahar,1
1372,Skyphender,Talon,bronze 1,8,"892,343",Talon,Talon,8.6,9.8,5.9,Middle,Xerath,0
1373,Iced Mocha,Warwick,bronze 1,8,"892,378",Garen,Garen,12.3,6.1,5.6,Top,Garen,0
1374,DirtyJujuBeans,Ekko,iron 3,2,"1,294,816",Morgana,Morgana,4.0,7.0,7.9,Middle,Ekko,1
1375,kani18,Lillia,iron 3,2,"1,294,891",Lillia,Lillia,6.0,7.6,6.2,Top,Lillia,1
1376,aisinila,Lux,iron 3,2,"1,294,818",Lux,Lux,7.7,8.7,7.2,Middle,Twitch,0
1377,ValorKnightG,Rell,iron 3,2,"1,294,815",Rell,Rell,3.7,7.2,12.5,Support,Rell,0
1378,FallenNomad,Lux,iron 3,2,"1,294,884",Lux,Lux,4.4,5.8,8.2,Support,Lux,0
1379,MrSicilian,Kayle,iron 3,2,"1,294,831",Udyr,Pantheon,3.8,6.2,4.1,Top,Mordekaiser,0
1380,koshiki77,Ivern,iron 3,2,"1,294,819",Heimerdinger,Ivern,1.7,6.0,6.3,Support,Heimerdinger,0
1381,RockKing2,Irelia,gold 1,16,"150,388",Irelia,Malzahar,9.4,3.0,6.6,Middle,Malzahar,1
1382,mMirabelle,Senna,gold 1,16,"150,310",Senna,Senna,5.7,4.2,12.3,Support,Senna,1
1383,hfyekpvc,Yone,gold 1,16,"150,315",Lux,Jinx,8.6,9.6,9.7,Bottom,Caitlyn,0
1384,TacticalSamurai,Akali,silver 1,12,"510,864",Lucian,Lucian,8.4,6.8,5.5,Bottom,Pyke,1
1385,DBae,Malphite,silver 1,12,"510,852",Twitch,Kai'Sa,9.8,6.2,5.6,Middle,Garen,0
1386,BAALAAP,Amumu,silver 1,12,"510,868",Amumu,Amumu,4.8,5.1,9.1,Jungle,Amumu,0
1387,begak,Leona,silver 1,12,"510,888",Trundle,Hecarim,7.9,5.4,10.6,Jungle,Maokai,0
1388,TwoTapLuke,Zac,silver 1,12,"510,891",Diana,Renata Glasc,4.4,8.2,9.7,Jungle,Yorick,0
1389,Da Dinger Donger,Kha'Zix,silver 1,12,"510,896",Yorick,Kha'Zix,6.1,8.0,9.2,Jungle,Garen,0
1390,OneCrazyDad,Caitlyn,bronze 1,8,"925,723",Riven,Caitlyn,6.5,8.6,6.6,Bottom,Caitlyn,1
1391,Exotic Cameltoe,Shaco,bronze 1,8,"925,792",Shaco,Shaco,9.2,4.3,7.5,Jungle,Shaco,1
1392,Lachlain,Nasus,bronze 1,8,"925,718",Lillia,Nasus,5.8,5.6,9.7,Middle,Lux,0
1393,CodfatherPepsi,Pyke,bronze 1,8,"925,725",Nami,Pyke,5.6,7.9,11.3,Support,Nami,0
1394,Xylier,Aatrox,bronze 1,8,"925,782",Tristana,Ezreal,9.0,8.3,7.2,Top,Yone,1
1395,jolteoff,Seraphine,bronze 1,8,"925,739",Zyra,Seraphine,4.6,4.0,10.2,Support,Seraphine,0
1396,Juicy Lucious,Nocturne,bronze 1,8,"925,791",Lux,Nocturne,6.3,6.1,6.7,Jungle,Nocturne,0
1397,Astregoth,Jinx,bronze 1,8,"925,785",Caitlyn,Caitlyn,7.5,6.6,7.5,Bottom,Veigar,1
1398,Purdizzle,Senna,bronze 1,8,"925,718",Lux,Senna,4.2,5.0,11.4,Support,Jhin,0
1399,WearyCypress2,Lux,silver 2,11,"530,132",Jinx,Corki,7.8,7.2,11.6,Bottom,Vex,0
1400,God Among Men,Tristana,silver 2,11,"530,121",Yasuo,Yasuo,6.1,7.4,7.1,Middle,Bard,-1
1401,DouYu 2816804 XJ,Draven,silver 2,11,"530,202",Draven,Draven,12.8,7.0,4.8,Bottom,Draven,0
1402,Veus,Zyra,silver 2,11,"530,193",Karma,Morgana,2.0,7.1,13.4,Support,Morgana,0
1403,Pretty boy 1234,Brand,silver 2,11,"530,169",Fiora,Fiora,6.2,8.0,10.6,Middle,Swain,1
1404,TolkienFan101,Kayn,silver 2,11,"530,131",Vi,Vi,5.9,5.0,8.0,Jungle,Vi,1
1405,WangsofmethZZZ,Vladimir,silver 2,11,"530,163",Zeri,Vayne,7.2,4.5,8.1,Bottom,Jhin,0
1406,C0co07,Ezreal,silver 2,11,"530,109",Brand,Jhin,6.2,8.5,12.6,Bottom,Yorick,1
1407,KFT,Warwick,silver 3,10,"666,381",Nunu & Willump,Warwick,9.1,5.8,7.9,Jungle,Evelynn,1
1408,TheF0restMan,Kog'Maw,silver 3,10,"666,323",Senna,Swain,5.3,4.4,8.8,Bottom,Vayne,-1
1409,SerialSchuy,Rammus,silver 3,10,"666,330",Kayle,Sion,6.4,7.6,4.5,Top,Jax,0
1410,Arsuo,Ekko,silver 3,10,"666,321",Ekko,Ekko,10.4,4.8,6.8,Jungle,Kha'Zix,0
1411,ITHERU,Sion,silver 3,10,"666,358",Pyke,Pyke,10.2,6.1,7.0,Middle,Pyke,1
1412,RDG Draco,Yasuo,silver 3,10,"666,314",Leona,Yasuo,5.4,6.2,9.7,Support,Yasuo,1
1413,Yunjichu,Diana,silver 3,10,"666,312",Lillia,Diana,9.8,9.3,13.6,Jungle,Lillia,1
1414,pandaTVNicolas,Ornn,silver 3,10,"666,324",Kled,Kled,4.8,4.6,6.3,Top,Ornn,1
1415,pryvguy,Caitlyn,bronze 4,5,"1,171,283",Blitzcrank,Ezreal,4.1,5.6,6.7,Bottom,Caitlyn,1
1416,sinister8000,Teemo,bronze 4,5,"1,171,255",Teemo,Teemo,2.6,7.5,4.8,Top,Teemo,0
1417,MoReGaNkFrEeWiN,Brand,bronze 4,5,"1,171,293",Mordekaiser,Volibear,5.3,8.5,4.4,Top,Cassiopeia,1
1418,gil36olife,Dr. Mundo,bronze 4,5,"1,171,218",Fizz,Fizz,8.2,4.7,6.3,Middle,Veigar,0
1419,Sparkman003,Ashe,bronze 4,5,"1,171,268",Sett,Kayn,4.3,6.6,10.8,Support,Ashe,1
1420,drmoonxdri,Lux,bronze 4,5,"1,171,261",Neeko,Lux,2.9,8.4,7.9,Support,Lux,0
1421,UncleHell33,Veigar,bronze 4,5,"1,171,256",Veigar,Kindred,4.3,9.3,5.4,Middle,Kindred,0
1422,JJMafia234,Tristana,bronze 4,5,"1,171,224",Warwick,Warwick,3.7,7.4,5.1,Jungle,Warwick,0
1423,IlIIlIlIlllIIIl,Malzahar,platinum 4,17,"111,169",Talon,Vex,6.5,7.4,11.8,Middle,Caitlyn,0
1424,Graves Destiny,Graves,platinum 4,17,"111,196",Katarina,Graves,5.2,9.5,6.5,Jungle,Graves,0
1425,JeIlyPeanut,Karthus,platinum 4,17,"111,149",Evelynn,Caitlyn,11.6,6.1,6.6,Bottom,Tristana,0
1426,Łux Feet Pics,Caitlyn,platinum 4,17,"111,109",Caitlyn,Caitlyn,9.8,8.8,12.8,Bottom,Vladimir,0
1427,kingsam,Alistar,platinum 4,17,"111,175",Lee Sin,Nidalee,6.3,9.7,9.8,Bottom,Caitlyn,0
1428,AbrahamMond,Urgot,platinum 4,17,"111,194",Urgot,Urgot,6.9,6.7,4.1,Top,Urgot,0
1429,Gick Dobbler,Leona,platinum 4,17,"111,163",Darius,Darius,6.0,8.3,10.7,Top,Vi,1
1430,LPL ADC,Zeri,platinum 4,17,"111,145",Kai'Sa,Xayah,5.0,6.5,5.9,Bottom,Miss Fortune,-1
1431,Sacredwing,Lux,platinum 4,17,"111,115",Lux,Lux,7.1,6.5,7.6,Middle,Lux,0
1432,MrHidden,Volibear,bronze 4,5,"1,157,692",Volibear,Tristana,9.6,4.1,9.0,Middle,Tristana,1
1433,Hanabana2009,Master Yi,bronze 4,5,"1,157,654",Senna,Sett,7.4,6.7,5.4,Bottom,Jax,0
1434,SunsetWarriorr,Warwick,bronze 4,5,"1,157,612",Warwick,Nasus,7.7,7.4,7.9,Jungle,Trundle,1
1435,huckaducka,Xayah,bronze 4,5,"1,157,665",Cho'Gath,Tristana,5.4,7.5,9.4,Top,Sylas,1
1436,Kid Polnareff,Vex,bronze 4,5,"1,157,659",Tahm Kench,Vex,6.6,7.7,12.6,Middle,Tahm Kench,1
1437,CirnihBombadera,Ahri,bronze 4,5,"1,157,639",Kai'Sa,Kai'Sa,7.5,9.6,15.8,Bottom,Vi,1
1438,cupcakeluv,Talon,silver 1,12,"464,716",Talon,Talon,11.3,4.5,6.6,Middle,Talon,0
1439,ChinoReformed,Pyke,silver 1,12,"464,735",Pyke,Pyke,9.4,8.3,9.5,Support,Pyke,1
1440,QU3LL,Annie,silver 1,12,"464,734",Gragas,Yasuo,6.3,7.5,5.7,Middle,Sylas,0
1441,Blueracle,Skarner,silver 1,12,"464,719",Skarner,Skarner,2.5,4.5,6.7,Top,Ashe,0
1442,yVlJeff,Ekko,silver 1,12,"464,782",Ekko,Ekko,9.2,6.4,6.1,Jungle,Ekko,0
1443,chuuwio,Ahri,silver 1,12,"464,795",Seraphine,Lux,6.3,6.6,17.7,Middle,Lux,0
1444,Kuro1220,Sion,silver 1,12,"464,755",Sion,Sion,6.2,6.6,4.2,Top,Tryndamere,1
1445,uuzosuac,Renata Glasc,silver 1,12,"464,783",Lucian,Akali,9.6,7.6,6.8,Bottom,Sylas,0
1446,Isaac1030,Udyr,silver 1,12,"464,801",Kayn,Kayn,6.1,5.1,6.9,Jungle,Kayn,1
1447,siriusstarblack,Braum,bronze 4,5,"1,186,511",Miss Fortune,Miss Fortune,7.3,9.5,20.9,Bottom,Karma,0
1448,strwbryshrtck,Janna,bronze 4,5,"1,186,532",Janna,Janna,1.5,7.9,15.8,Support,Nami,0
1449,redtail42,Nautilus,bronze 4,5,"1,186,503",Nautilus,Nautilus,3.5,4.1,7.7,Support,Dr. Mundo,1
1450,Tbaby108,Blitzcrank,bronze 4,5,"1,186,509",Jhin,Vayne,5.8,7.0,9.3,Bottom,Samira,1
1451,TNTDawgy,Mordekaiser,bronze 4,5,"1,186,600",Tristana,Kindred,6.9,6.8,5.5,Jungle,Kindred,0
1452,ArmyOfPenguins,Bard,bronze 4,5,"1,186,564",Ahri,Ahri,2.3,5.1,8.5,Middle,Morgana,1
1453,p1yke,Zed,bronze 4,5,"1,186,562",Pyke,Pyke,10.6,5.2,7.1,Middle,Galio,0
1454,PopcornGeorge,Miss Fortune,silver 2,11,"517,068",Vex,Wukong,8.9,6.5,12.4,Middle,Vex,0
1455,bhasmasura,Jayce,silver 2,11,"517,093",Lucian,Lucian,9.8,6.6,12.8,Bottom,Lucian,1
1456,SamDunk,Olaf,silver 2,11,"517,089",Vayne,Lucian,7.5,8.0,5.0,Bottom,Ashe,1
1457,CheeseQueef,Ezreal,silver 2,11,"517,061",Kog'Maw,Kog'Maw,12.8,7.0,7.4,Bottom,Twisted Fate,1
1458,Aghanims Scepter,Renata Glasc,silver 2,11,"517,072",Zeri,Zeri,9.2,6.7,7.9,Bottom,Kai'Sa,0
1459,Chickchang,Nautilus,silver 2,11,"517,014",Blitzcrank,Blitzcrank,4.9,3.9,11.8,Support,Garen,0
1460,Hrist69,Ahri,silver 2,11,"517,055",Gwen,Tristana,8.4,8.2,11.8,Jungle,Syndra,0
1461,TreeNewBeebbbjms,Graves,silver 2,11,"517,040",Zeri,Ryze,6.8,6.6,13.6,Support,Viego,0
1462,Slowdiver,Lulu,silver 2,11,"517,098",Leona,Leona,5.2,7.4,17.7,Support,Leona,1
1463,Witchearts,Shen,gold 3,14,"251,812",Miss Fortune,Shen,5.3,6.2,9.8,Top,Shen,1
1464,Gosu in love,Ryze,gold 3,14,"251,891",Ezreal,Illaoi,4.9,9.2,6.8,Top,Orianna,0
1465,Festive Turtle,Aatrox,gold 3,14,"251,806",Soraka,Soraka,4.0,6.5,9.8,Support,Swain,0
1466,droid08,Dr. Mundo,gold 3,14,"251,885",Sona,Sivir,5.6,5.7,9.4,Bottom,Kai'Sa,0
1467,Ari2,Ezreal,gold 3,14,"251,825",Sona,Morgana,3.6,6.3,10.8,Support,Morgana,0
1468,ouiner,Kai'Sa,gold 3,14,"251,887",Sion,Kha'Zix,7.3,7.8,9.9,Jungle,Kha'Zix,0
1469,Poire,Ziggs,gold 3,14,"251,878",Annie,Ziggs,4.6,5.1,10.8,Middle,Fizz,0
1470,RikkuPR,Akshan,gold 3,14,"251,879",Kayle,Jhin,10.5,7.2,8.3,Bottom,Ezreal,0
1471,Arión,Nasus,gold 3,14,"251,899",Kayn,Kayn,10.0,8.7,5.6,Middle,Kayn,0
1472,ouis,Leona,gold 3,14,"251,880",Tryndamere,Jax,5.7,6.3,5.7,Top,Blitzcrank,0
1473,TeamFightTackle,Ahri,gold 4,13,"415,739",Ahri,Ahri,9.8,9.7,7.4,Middle,Ahri,0
1474,DULLAHANDEATHRAY,Viego,gold 4,13,"415,741",Viego,Ryze,3.7,6.6,4.4,Middle,Twisted Fate,1
1475,Scrapperr,Kai'Sa,gold 4,13,"415,738",Zeri,Kai'Sa,14.0,8.2,10.8,Bottom,Aphelios,0
1476,DDD Ender,Nautilus,gold 4,13,"415,742",Pyke,Pyke,6.3,7.8,5.6,Middle,Pyke,1
1477,EB24 Lunatic,Morgana,gold 4,13,"415,716",Jinx,Caitlyn,6.1,7.9,7.0,Jungle,Lux,0
1478,roarøftime,Mordekaiser,gold 4,13,"415,775",Fiora,Sett,5.2,9.5,4.9,Top,Viego,1
1479,RrrainJ,Vladimir,gold 4,13,"415,797",Akshan,Tryndamere,6.1,7.3,4.3,Top,Kayn,0
1480,010796,Darius,gold 4,13,"415,729",Kha'Zix,Kha'Zix,5.0,8.0,4.1,Top,Garen,0
1481,RidgewayApe,Kai'Sa,gold 3,14,"233,902",Senna,Senna,4.8,6.8,8.8,Support,Senna,0
1482,Two Day Shipping,Twitch,gold 3,14,"233,960",Rumble,Rumble,11.3,6.1,7.3,Top,Lucian,0
1483,Himichi manoune,Leona,gold 3,14,"233,916",Fizz,Fizz,9.9,4.3,7.3,Middle,Leona,1
1484,cook my dogth,Twisted Fate,gold 3,14,"233,945",Gangplank,Gangplank,8.8,5.9,10.8,Middle,Gangplank,0
1485,poon jacker 2,Aatrox,gold 3,14,"233,999",Rengar,Aatrox,9.3,10.2,18.1,Top,Aatrox,1
1486,wow you got pwnd,Rengar,gold 3,14,"233,998",Viego,Viego,7.0,6.7,9.1,Jungle,Kha'Zix,1
1487,CauseYokiaLove,Irelia,gold 3,14,"233,941",Master Yi,Ahri,8.7,6.3,5.3,Middle,Ekko,1
1488,bopro123sn,Tahm Kench,gold 3,14,"233,945",Jinx,Jarvan IV,6.0,6.1,10.5,Jungle,Volibear,1
1489,Marty lm Scared,Swain,gold 3,14,"233,962",Nautilus,Nautilus,2.2,5.7,14.8,Support,Brand,1
1490,xSweatyPalmzx22,Ahri,silver 1,12,"419,281",Warwick,Zed,10.0,9.8,14.0,Jungle,Diana,0
1491,SpinGarenSpin,Sona,silver 1,12,"419,268",Kayn,Sona,6.8,8.2,13.2,Jungle,Lux,0
1492,LightingWarefare,Kalista,silver 1,12,"419,221",Graves,Graves,14.0,8.4,12.4,Bottom,Lee Sin,1
1493,Great Player 96,Yorick,silver 1,12,"419,285",Jinx,Vayne,11.7,9.4,15.2,Bottom,Singed,1
1494,Minoy Minoy,Yuumi,silver 1,12,"419,246",Kai'Sa,Alistar,7.1,6.1,9.3,Bottom,Alistar,1
1495,ButtMcPoo22,Garen,silver 1,12,"419,286",Sett,Mordekaiser,6.8,5.3,6.2,Top,Urgot,1
1496,pieceofdominojr,Ahri,silver 1,12,"419,287",Qiyana,Talon,9.4,7.1,7.0,Middle,Talon,0
1497,Lelouch 72,Ekko,silver 1,12,"419,289",Ekko,Ekko,11.3,4.6,6.5,Jungle,Ekko,0
1498,Mateincanada ,Fizz,silver 3,10,"726,105",Fizz,Fizz,10.3,5.6,7.0,Middle,Fizz,1
1499,2simple2,Master Yi,silver 3,10,"726,123",Master Yi,Master Yi,7.7,6.4,8.4,Jungle,Master Yi,0
1500,SlickBackJew,Gnar,silver 3,10,"726,144",Ezreal,Xayah,6.5,6.2,7.4,Bottom,Gnar,0
1501,LivDeD,Vladimir,silver 3,10,"726,160",Vladimir,Vladimir,8.3,6.7,7.3,Middle,Vladimir,1
1502,YMXshuai,Lee Sin,silver 3,10,"726,114",Kai'Sa,Lee Sin,7.7,8.9,6.5,Bottom,Hecarim,0
1503,BlueEyes Wuchang,Wukong,silver 3,10,"726,126",Irelia,Irelia,7.7,7.0,3.3,Top,Katarina,0
1504,RobertCebrian,Jinx,silver 3,10,"726,173",Dr. Mundo,Darius,4.6,4.7,4.9,Top,Rumble,0
1505,IJustPlayToTilt,Master Yi,silver 3,10,"726,186",Amumu,Diana,6.2,8.4,8.8,Jungle,Kha'Zix,0
1506,Flyinghigh11,Trundle,silver 3,10,"659,326",Renata Glasc,Renata Glasc,5.2,5.6,8.9,Middle,Garen,0
1507,CookieMan08,Malphite,silver 3,10,"659,355",Malphite,Malphite,7.5,8.9,12.1,Support,LeBlanc,1
1508,Tonyjtq,Nidalee,silver 3,10,"659,338",Sejuani,Nocturne,7.8,6.8,7.8,Jungle,Nocturne,1
1509,Flopalopagus,Veigar,silver 3,10,"659,334",Shaco,Zac,4.9,5.6,8.6,Jungle,Jax,0
1510,Jmkelly12,Tahm Kench,silver 3,10,"659,337",Jhin,Veigar,5.6,6.8,10.4,Support,Miss Fortune,0
1511,Bynarik,Syndra,silver 3,10,"659,373",Veigar,Veigar,11.0,10.1,16.7,Middle,Cassiopeia,1
1512,Smartss,Warwick,silver 3,10,"659,339",Gnar,Gnar,6.0,11.4,10.9,Top,Gnar,0
1513,Therepist,Ezreal,silver 3,10,"659,373",Senna,Twitch,8.0,8.0,8.6,Middle,Lucian,0
1514,StickyWitDaViky,Singed,silver 3,10,"659,325",Singed,Singed,4.4,7.1,8.6,Top,Volibear,1
1515,Mazaah,Jhin,silver 3,10,"659,387",Tryndamere,Tryndamere,7.7,8.1,10.1,Bottom,Jayce,0
1516,Piechey,Pyke,gold 3,14,"254,517",Pyke,Pyke,6.5,5.3,6.4,Support,Pyke,1
1517,Skete,Anivia,gold 3,14,"254,541",Anivia,Anivia,7.0,6.5,7.3,Jungle,Anivia,1
1518,OfficialWizard,Twisted Fate,gold 3,14,"254,526",Jinx,Zilean,2.5,6.5,16.2,Support,Zilean,1
1519,connorh314,Fiora,gold 3,14,"254,546",Jax,Jax,6.3,8.8,5.9,Top,Ornn,1
1520,Tuuj,Janna,gold 3,14,"254,576",Kai'Sa,Ezreal,9.6,6.6,12.0,Bottom,Caitlyn,1
1521,my name is BUT,Ashe,gold 3,14,"254,589",Jarvan IV,Twitch,9.4,8.5,7.7,Bottom,Xerath,0
1522,cevitamic43,Jhin,gold 3,14,"254,518",Lulu,Lulu,6.0,8.8,14.7,Support,Alistar,1
1523,SwaggerGod420,Illaoi,gold 3,14,"254,559",Illaoi,Sion,6.7,8.6,13.9,Top,Ornn,0
1524,gayandnotsingle,Neeko,gold 3,14,"254,506",Karma,Vayne,4.7,5.3,6.4,Bottom,Ahri,0
1525,Tarantula Swag,Ahri,bronze 4,5,"1,209,567",Varus,Vayne,10.3,6.6,7.0,Bottom,Kai'Sa,0
1526,Gfiftycal,Teemo,bronze 4,5,"1,209,529",Akali,Akali,5.2,8.8,5.4,Top,Teemo,0
1527,Heisenbrug,Irelia,bronze 4,5,"1,209,593",Viego,Irelia,1.5,4.0,1.5,Top,Viego,0
1528,CasualBoomer1990,Ryze,bronze 4,5,"1,209,540",Taric,Janna,3.3,7.1,10.2,Support,Ryze,1
1529,TinyEarthElf,Soraka,bronze 4,5,"1,209,549",Zyra,Zyra,5.0,8.6,12.6,Support,Zyra,1
1530,run boi,Rengar,silver 1,12,"451,091",Rengar,Rengar,10.3,5.8,8.1,Top,Qiyana,0
1531,JoArthur1,Brand,silver 1,12,"451,068",Rakan,Tryndamere,10.0,11.0,5.5,Support,Tryndamere,1
1532,OffMetaMF,Samira,silver 1,12,"451,098",Gragas,Gragas,8.1,6.0,8.9,Top,Yasuo,1
1533,INGBEHIND,Kai'Sa,silver 1,12,"451,042",Sylas,Vex,4.7,7.4,6.9,Middle,Jhin,1
1534,conqu4r,Kai'Sa,silver 1,12,"451,093",Lee Sin,Sion,6.8,9.8,10.6,Bottom,Sion,0
1535,Purple Violet ,Bard,silver 1,12,"451,030",Bard,Bard,2.4,5.9,12.9,Support,Bard,1
1536,Venturer,Nami,silver 1,12,"451,018",Nami,Leona,3.5,6.5,14.5,Support,Leona,1
1537,NfjjZzy ,Teemo,bronze 2,7,"1,056,309",Nami,Seraphine,4.8,4.5,12.1,Middle,Seraphine,0
1538,Double121Doses,Sett,bronze 2,7,"1,056,312",Nocturne,Nocturne,6.8,8.0,5.7,Top,Nocturne,0
1539,deepbackstroke,Blitzcrank,bronze 2,7,"1,056,386",Urgot,Jarvan IV,5.9,4.6,11.0,Jungle,Jarvan IV,0
1540,Raaaa6,Viego,bronze 2,7,"1,056,345",Viego,Irelia,4.5,9.0,7.0,Jungle,Viego,1
1541,pia3sp,Maokai,bronze 2,7,"1,056,323",Braum,Alistar,1.4,6.0,9.1,Top,Leona,1
1542,wxnxgg,Jhin,bronze 2,7,"1,056,323",Jhin,Nautilus,5.1,7.6,12.1,Jungle,Nautilus,0
1543,Degokolo,Tahm Kench,bronze 2,7,"1,056,352",Tristana,Jhin,7.5,7.1,7.9,Jungle,Vi,1
1544,toreobass,Brand,bronze 2,7,"1,056,364",Sona,Lux,3.4,6.6,7.7,Support,Brand,1
1545,Llama with a Gun,Cho'Gath,silver 3,10,"638,530",Swain,Miss Fortune,5.1,6.2,10.7,Support,Senna,0
1546,Strawberrytime,Darius,silver 3,10,"638,601",Akali,Nasus,4.7,7.6,10.4,Top,Nasus,0
1547,Chubbs,Neeko,silver 3,10,"638,528",Zilean,Neeko,6.7,6.2,7.2,Middle,Kennen,1
1548,Rockstar Zombie,Bard,silver 3,10,"638,594",Bard,Bard,4.4,6.5,13.8,Support,Heimerdinger,1
1549,John III,Jinx,silver 3,10,"638,599",Viego,Jinx,7.8,6.6,8.7,Bottom,Jinx,1
1550,vstar,Xayah,silver 3,10,"638,537",Lucian,Xayah,8.5,6.5,14.0,Bottom,Lucian,0
1551,Mr Aanderson,Jarvan IV,silver 3,10,"638,553",Tryndamere,Udyr,7.6,6.0,8.5,Jungle,Sivir,1
1552,spicyahi360,Heimerdinger,silver 3,10,"638,591",Heimerdinger,Heimerdinger,7.1,7.9,5.2,Top,Heimerdinger,0
1553,Maokaì,Maokai,platinum 4,17,"82,399",Maokai,Maokai,2.3,7.0,8.4,Support,Maokai,0
1554,waltermelon0706,Vayne,platinum 4,17,"82,421",Kai'Sa,Ezreal,4.8,5.5,9.2,Bottom,Lucian,0
1555,ˉ insomnia ˉ,Nami,platinum 4,17,"82,484",Yuumi,Nami,2.1,5.7,15.2,Support,Yuumi,1
1556,Aomni,Renata Glasc,platinum 4,17,"82,489",Yuumi,Graves,6.9,6.5,8.6,Jungle,Nami,1
1557,GoWittz202,Yuumi,platinum 4,17,"82,397",Swain,Evelynn,8.7,5.2,9.6,Support,Veigar,0
1558,Wo Xi Huan N1,Sylas,platinum 4,17,"82,474",Talon,Talon,10.8,4.9,11.7,Middle,Xayah,1
1559,2Melons,Sion,platinum 4,17,"82,476",Pyke,Sion,7.0,9.5,9.0,Top,LeBlanc,0
1560,John Bob Smith,Lux,bronze 3,6,"1,103,017",Xin Zhao,Pantheon,4.5,5.1,8.7,Support,Jinx,1
1561,wave flavor,Kayle,bronze 3,6,"1,103,051",Yasuo,Yasuo,5.8,8.0,7.4,Middle,Yone,1
1562,blueah12,Sona,bronze 3,6,"1,103,053",Morgana,Lux,11.3,3.2,8.3,Support,Lux,0
1563,KingKnuckles202,Vel'Koz,bronze 3,6,"1,103,043",Karma,Kalista,8.9,7.5,11.4,Support,Pyke,1
1564,Bårathul,Lucian,bronze 3,6,"1,103,008",Urgot,Sivir,8.0,10.2,14.7,Top,Tristana,0
1565,AndrewQTran,Vayne,bronze 3,6,"1,103,061",Viego,Viego,4.6,8.1,5.6,Jungle,Yasuo,1
1566,gqmpodr,Lee Sin,bronze 3,6,"1,103,101",Sion,Master Yi,8.3,9.4,6.0,Jungle,Master Yi,1
1567,CarlisGAY,Lucian,bronze 3,6,"1,103,100",Jinx,Jinx,8.7,8.2,5.7,Bottom,Jhin,0
1568,Deane,Kai'Sa,platinum 1,20,"40,755",Zeri,Viego,12.1,5.8,10.7,Bottom,Ahri,0
1569,Rageingryan,Gangplank,platinum 1,20,"40,730",Shen,Gangplank,4.1,7.2,7.6,Top,Gangplank,1
1570,好喜欢你,Graves,platinum 1,20,"40,785",Fiora,Graves,12.2,8.8,16.4,Jungle,Graves,0
1571,tek5,Quinn,platinum 1,20,"40,784",Quinn,Quinn,7.7,7.4,3.9,Top,Quinn,1
1572,AcerTitanium,Renata Glasc,platinum 1,20,"40,716",Gnar,Gnar,5.6,4.0,5.3,Top,Gnar,0
1573,LegendaryScròtum,Galio,platinum 1,20,"40,721",Aurelion Sol,Yorick,8.5,6.0,9.8,Middle,Varus,0
1574,Form Of Gambling,Yasuo,platinum 1,20,"40,719",Irelia,Irelia,7.9,7.7,8.1,Top,Irelia,1
